Index,round_number,text_id,prolific_id,emotion,confidence,participant_age,participant_gender,participant_education,participant_ethnicity,participant_current_emotion,suddenness,familiarity,predict_event,pleasantness,unpleasantness,goal_relevance,chance_responsblt,self_responsblt,other_responsblt,predict_conseq,goal_support,urgency,self_control,other_control,chance_control,accept_conseq,standards,social_norms,attention,not_consider,effort,extravert,critical,dependable,anxious,open,quiet,sympathetic,disorganized,calm,conventional,feedback
256,0,51289,6701db7d27bdd24afded38f2,Joy,2,53,Woman,Graduate degree (MA/MSc/MPhil/other),European,Joy,5,2,4,5,1,4,2,4,4,4,5,2,4,4,1,4,1,1,1,1,3,5,2,7,1,5,6,7,1,6,6,
257,0,349,6701db7d27bdd24afded38f2,Anger,4,53,Woman,Graduate degree (MA/MSc/MPhil/other),European,Joy,1,5,1,1,5,3,1,1,5,4,1,3,1,5,1,3,5,4,4,1,3,5,2,7,1,5,6,7,1,6,6,
258,0,52428,676bb4b5d7fdfcfbe5e4675e,Sadness,1,35,Man,Graduate degree (MA/MSc/MPhil/other),African,Fear,2,5,1,1,5,1,4,1,1,1,1,5,1,1,5,2,1,1,5,2,2,7,3,3,3,6,1,3,2,3,1,
259,0,5371,676bb4b5d7fdfcfbe5e4675e,Surprise,1,35,Man,Graduate degree (MA/MSc/MPhil/other),African,Fear,1,5,1,1,5,1,5,1,2,1,1,4,1,2,5,4,3,3,4,3,3,7,3,3,3,6,1,3,2,3,1,
260,0,51775,676bb4b5d7fdfcfbe5e4675e,Joy,1,35,Man,Graduate degree (MA/MSc/MPhil/other),African,Fear,5,1,5,4,1,4,3,5,1,5,4,1,5,3,5,5,1,1,5,1,5,7,3,3,3,6,1,3,2,3,1,
261,0,41871,676bb4b5d7fdfcfbe5e4675e,Trust,2,35,Man,Graduate degree (MA/MSc/MPhil/other),African,Fear,5,1,3,1,5,5,1,5,1,5,5,5,5,5,1,1,2,1,1,1,1,7,3,3,3,6,1,3,2,3,1,
262,0,5642,676bb4b5d7fdfcfbe5e4675e,Anger,1,35,Man,Graduate degree (MA/MSc/MPhil/other),African,Fear,1,5,1,1,5,1,1,1,5,5,1,5,1,5,2,1,4,5,5,5,5,7,3,3,3,6,1,3,2,3,1,
263,0,3639,67d34a0adaf54e3354cf2b1c,Pride,5,24,Woman,Graduate degree (MA/MSc/MPhil/other),European,Boredom,3,2,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,4,5,3,6,4,4,6,6,1,7,2,
264,0,52312,67d34a0adaf54e3354cf2b1c,Anger,5,24,Woman,Graduate degree (MA/MSc/MPhil/other),European,Boredom,3,3,3,4,3,4,3,4,3,4,3,3,3,4,3,3,4,3,2,3,3,5,3,6,4,4,6,6,1,7,2,
265,0,90,67d34a0adaf54e3354cf2b1c,Sadness,5,24,Woman,Graduate degree (MA/MSc/MPhil/other),European,Boredom,2,3,4,3,3,3,4,3,3,4,2,3,4,3,3,3,4,3,4,3,3,5,3,6,4,4,6,6,1,7,2,
266,0,52648,67d34a0adaf54e3354cf2b1c,Surprise,5,24,Woman,Graduate degree (MA/MSc/MPhil/other),European,Boredom,3,3,4,3,4,4,3,4,3,3,4,4,3,3,2,3,3,3,3,3,4,5,3,6,4,4,6,6,1,7,2,
267,0,6304,67d34a0adaf54e3354cf2b1c,Sadness,5,24,Woman,Graduate degree (MA/MSc/MPhil/other),European,Boredom,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,4,2,3,3,5,3,6,4,4,6,6,1,7,2,
268,0,31145,598b108e504c5200011964a1,Shame,1,39,Woman,Undegraduate degree (BA/BSc/other),Hispanic/Latino,Joy,1,3,3,1,5,5,5,3,3,1,1,5,5,5,3,3,5,5,5,3,5,6,3,6,3,7,4,6,4,6,1,"I would change the ""moderately"" to ""not sure"" because in some of the cases, there was too little context to be able to know which way the person was leaning to. Like the pregnancy question, ""I got pregnant with my son"", there are so many different ways one can say that. If it's a wished for child, if it's ""another kid after the 4 I already have"", if it's a rape pregnancy, if it's a simple unwanted pregnancy that she never wished for because she doesn't want to be a mom. So ""not sure"" is better than saying that she moderately had control over the situation, in a rape, for example, you have 0 control, in a failed contraceptive occurrence you thought you had control but really didn't, and in a wanted pregnancy you had more or less control but sometimes medicine helps and has more control. "
269,0,51946,598b108e504c5200011964a1,Pride,1,39,Woman,Undegraduate degree (BA/BSc/other),Hispanic/Latino,Joy,3,3,1,1,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,3,5,6,3,6,3,7,4,6,4,6,1,"I would change the ""moderately"" to ""not sure"" because in some of the cases, there was too little context to be able to know which way the person was leaning to. Like the pregnancy question, ""I got pregnant with my son"", there are so many different ways one can say that. If it's a wished for child, if it's ""another kid after the 4 I already have"", if it's a rape pregnancy, if it's a simple unwanted pregnancy that she never wished for because she doesn't want to be a mom. So ""not sure"" is better than saying that she moderately had control over the situation, in a rape, for example, you have 0 control, in a failed contraceptive occurrence you thought you had control but really didn't, and in a wanted pregnancy you had more or less control but sometimes medicine helps and has more control. "
270,0,51153,598b108e504c5200011964a1,Sadness,4,39,Woman,Undegraduate degree (BA/BSc/other),Hispanic/Latino,Joy,3,3,3,3,3,5,5,3,3,5,3,5,3,3,3,3,3,3,5,3,5,6,3,6,3,7,4,6,4,6,1,"I would change the ""moderately"" to ""not sure"" because in some of the cases, there was too little context to be able to know which way the person was leaning to. Like the pregnancy question, ""I got pregnant with my son"", there are so many different ways one can say that. If it's a wished for child, if it's ""another kid after the 4 I already have"", if it's a rape pregnancy, if it's a simple unwanted pregnancy that she never wished for because she doesn't want to be a mom. So ""not sure"" is better than saying that she moderately had control over the situation, in a rape, for example, you have 0 control, in a failed contraceptive occurrence you thought you had control but really didn't, and in a wanted pregnancy you had more or less control but sometimes medicine helps and has more control. "
271,0,52374,598b108e504c5200011964a1,Shame,4,39,Woman,Undegraduate degree (BA/BSc/other),Hispanic/Latino,Joy,3,3,3,1,5,3,3,5,3,3,3,3,5,3,3,3,3,3,5,3,3,6,3,6,3,7,4,6,4,6,1,"I would change the ""moderately"" to ""not sure"" because in some of the cases, there was too little context to be able to know which way the person was leaning to. Like the pregnancy question, ""I got pregnant with my son"", there are so many different ways one can say that. If it's a wished for child, if it's ""another kid after the 4 I already have"", if it's a rape pregnancy, if it's a simple unwanted pregnancy that she never wished for because she doesn't want to be a mom. So ""not sure"" is better than saying that she moderately had control over the situation, in a rape, for example, you have 0 control, in a failed contraceptive occurrence you thought you had control but really didn't, and in a wanted pregnancy you had more or less control but sometimes medicine helps and has more control. "
272,0,52598,598b108e504c5200011964a1,Joy,2,39,Woman,Undegraduate degree (BA/BSc/other),Hispanic/Latino,Joy,3,3,3,3,3,5,3,3,5,3,3,5,3,5,3,3,3,3,5,3,5,6,3,6,3,7,4,6,4,6,1,"I would change the ""moderately"" to ""not sure"" because in some of the cases, there was too little context to be able to know which way the person was leaning to. Like the pregnancy question, ""I got pregnant with my son"", there are so many different ways one can say that. If it's a wished for child, if it's ""another kid after the 4 I already have"", if it's a rape pregnancy, if it's a simple unwanted pregnancy that she never wished for because she doesn't want to be a mom. So ""not sure"" is better than saying that she moderately had control over the situation, in a rape, for example, you have 0 control, in a failed contraceptive occurrence you thought you had control but really didn't, and in a wanted pregnancy you had more or less control but sometimes medicine helps and has more control. "
273,0,689,67620128f5496ea07672039c,Anger,4,65,Man,High School,European,Sadness,4,4,2,2,4,2,3,4,4,2,4,5,1,4,2,4,5,4,4,4,2,3,2,6,5,6,7,6,2,3,1,I liked it because it allowed me to be introspective about how I  would have felt/reacted in the examples. 
274,0,51240,67620128f5496ea07672039c,Fear,4,65,Man,High School,European,Sadness,1,4,4,3,4,5,4,5,5,5,3,4,1,1,1,3,4,2,5,4,5,3,2,6,5,6,7,6,2,3,1,I liked it because it allowed me to be introspective about how I  would have felt/reacted in the examples. 
275,0,7160,67620128f5496ea07672039c,Fear,4,65,Man,High School,European,Sadness,4,4,4,1,5,4,1,5,4,5,2,3,2,4,4,3,3,3,4,5,4,3,2,6,5,6,7,6,2,3,1,I liked it because it allowed me to be introspective about how I  would have felt/reacted in the examples. 
276,0,41311,67620128f5496ea07672039c,Fear,5,65,Man,High School,European,Sadness,1,5,1,1,5,5,1,3,5,5,1,5,2,5,5,2,5,4,5,4,5,3,2,6,5,6,7,6,2,3,1,I liked it because it allowed me to be introspective about how I  would have felt/reacted in the examples. 
277,0,6752,67620128f5496ea07672039c,Relief,4,65,Man,High School,European,Sadness,5,1,5,2,4,5,1,5,4,5,5,1,4,5,3,5,2,1,5,1,5,3,2,6,5,6,7,6,2,3,1,I liked it because it allowed me to be introspective about how I  would have felt/reacted in the examples. 
278,0,4337,62db2644ab0a3a353c0dcb54,Surprise,3,44,Man,High School,European,Boredom,4,3,3,2,3,3,4,3,2,3,4,3,2,3,3,3,4,3,2,3,4,4,5,5,4,2,4,4,3,6,4,
279,0,6796,62db2644ab0a3a353c0dcb54,Boredom,4,44,Man,High School,European,Boredom,4,3,3,3,2,3,4,4,3,2,3,3,3,4,3,2,3,4,4,2,3,4,5,5,4,2,4,4,3,6,4,
280,0,3302,62db2644ab0a3a353c0dcb54,Boredom,4,44,Man,High School,European,Boredom,2,3,3,4,3,3,4,3,2,3,3,4,4,3,2,3,4,3,4,3,3,4,5,5,4,2,4,4,3,6,4,
281,0,6953,62db2644ab0a3a353c0dcb54,Sadness,3,44,Man,High School,European,Boredom,4,3,2,3,3,2,3,4,4,3,3,2,3,3,4,3,4,3,3,3,3,4,5,5,4,2,4,4,3,6,4,
282,0,6320,62db2644ab0a3a353c0dcb54,Fear,4,44,Man,High School,European,Boredom,4,4,3,4,3,3,4,3,4,3,2,2,3,4,4,3,3,2,3,2,3,4,5,5,4,2,4,4,3,6,4,
283,0,51882,5f3287b83428cb05746e2214,Sadness,4,36,Woman,Undegraduate degree (BA/BSc/other),African,I currently do not feel any emotion,1,3,2,1,5,2,1,2,5,1,1,3,1,4,1,2,1,3,5,1,5,6,2,7,3,6,1,4,1,7,4,The study is underpaying .lt took longer than 8 minutes.
284,0,31021,5f3287b83428cb05746e2214,Joy,5,36,Woman,Undegraduate degree (BA/BSc/other),African,I currently do not feel any emotion,4,1,1,5,1,2,1,3,1,5,5,3,5,4,1,5,1,1,1,1,1,6,2,7,3,6,1,4,1,7,4,The study is underpaying .lt took longer than 8 minutes.
285,0,6154,5f3287b83428cb05746e2214,Boredom,3,36,Woman,Undegraduate degree (BA/BSc/other),African,I currently do not feel any emotion,1,1,4,1,5,5,1,3,3,1,1,1,2,1,4,1,1,1,5,1,1,6,2,7,3,6,1,4,1,7,4,The study is underpaying .lt took longer than 8 minutes.
286,0,6290,5f3287b83428cb05746e2214,Anger,5,36,Woman,Undegraduate degree (BA/BSc/other),African,I currently do not feel any emotion,1,1,1,1,5,1,1,1,1,1,1,1,1,5,1,1,5,2,1,1,1,6,2,7,3,6,1,4,1,7,4,The study is underpaying .lt took longer than 8 minutes.
287,0,41759,5f3287b83428cb05746e2214,Relief,3,36,Woman,Undegraduate degree (BA/BSc/other),African,I currently do not feel any emotion,1,5,3,1,5,1,1,1,5,2,1,5,2,5,1,1,1,1,5,4,1,6,2,7,3,6,1,4,1,7,4,The study is underpaying .lt took longer than 8 minutes.
288,0,781,6658d27edd60f6a0b5dcb504,Joy,5,39,Woman,Undegraduate degree (BA/BSc/other),Other,Joy,3,2,2,5,1,4,5,4,4,4,5,3,5,5,4,3,2,1,5,1,2,3,5,6,2,6,6,7,1,6,2,
289,0,51591,6658d27edd60f6a0b5dcb504,Pride,5,39,Woman,Undegraduate degree (BA/BSc/other),Other,Joy,1,4,4,5,1,5,1,4,3,4,5,3,5,5,5,5,1,1,5,1,4,3,5,6,2,6,6,7,1,6,2,
290,0,41844,6658d27edd60f6a0b5dcb504,Trust,5,39,Woman,Undegraduate degree (BA/BSc/other),Other,Joy,1,4,2,5,1,5,2,5,3,4,5,2,5,3,1,5,1,1,5,1,4,3,5,6,2,6,6,7,1,6,2,
291,0,52441,6658d27edd60f6a0b5dcb504,Joy,5,39,Woman,Undegraduate degree (BA/BSc/other),Other,Joy,1,5,1,5,1,3,1,1,5,1,3,1,1,5,1,1,1,1,3,1,1,3,5,6,2,6,6,7,1,6,2,
292,0,51263,6658d27edd60f6a0b5dcb504,Joy,5,39,Woman,Undegraduate degree (BA/BSc/other),Other,Joy,5,4,3,5,1,5,3,5,1,4,5,2,4,4,1,4,1,1,4,1,4,3,5,6,2,6,6,7,1,6,2,
293,0,5603,6776b2710d3333ab0e43df5f,Anger,2,28,Gender Variant / Non-Conforming / Non-binary,Graduate degree (MA/MSc/MPhil/other),European,I currently do not feel any emotion,3,3,1,1,5,2,1,1,5,1,2,5,3,5,1,2,5,4,2,2,2,1,3,6,4,4,7,5,2,4,6,
294,0,31207,6776b2710d3333ab0e43df5f,Relief,2,28,Gender Variant / Non-Conforming / Non-binary,Graduate degree (MA/MSc/MPhil/other),European,I currently do not feel any emotion,2,2,3,5,1,4,1,2,5,3,4,1,3,4,1,3,1,1,1,1,1,1,3,6,4,4,7,5,2,4,6,
295,0,6192,6776b2710d3333ab0e43df5f,Boredom,1,28,Gender Variant / Non-Conforming / Non-binary,Graduate degree (MA/MSc/MPhil/other),European,I currently do not feel any emotion,2,3,3,1,5,2,1,4,1,1,1,1,1,3,1,3,1,4,1,2,1,1,3,6,4,4,7,5,2,4,6,
296,0,21,6776b2710d3333ab0e43df5f,Surprise,3,28,Gender Variant / Non-Conforming / Non-binary,Graduate degree (MA/MSc/MPhil/other),European,I currently do not feel any emotion,1,5,1,3,3,1,1,1,5,1,1,1,1,5,1,3,1,1,1,1,1,1,3,6,4,4,7,5,2,4,6,
297,0,51592,6776b2710d3333ab0e43df5f,Pride,1,28,Gender Variant / Non-Conforming / Non-binary,Graduate degree (MA/MSc/MPhil/other),European,I currently do not feel any emotion,1,5,2,5,1,4,1,4,5,2,3,1,1,5,1,2,1,1,1,1,1,1,3,6,4,4,7,5,2,4,6,
298,0,521,675e06422af6e9cb4bcbd459,Anger,4,35,Man,High School,European,Pride,4,2,3,2,4,3,2,3,5,4,1,3,4,5,2,4,4,1,3,4,3,5,3,5,4,6,4,6,2,5,2,
299,0,3546,675e06422af6e9cb4bcbd459,Pride,5,35,Man,High School,European,Pride,3,2,4,5,1,3,4,5,5,4,5,2,4,4,4,3,1,1,4,1,3,5,3,5,4,6,4,6,2,5,2,
300,0,429,675e06422af6e9cb4bcbd459,Anger,5,35,Man,High School,European,Pride,2,5,4,1,5,4,4,2,5,5,2,5,4,5,3,3,4,4,5,4,4,5,3,5,4,6,4,6,2,5,2,
301,0,52627,675e06422af6e9cb4bcbd459,Fear,5,35,Man,High School,European,Pride,3,4,3,1,5,4,4,2,4,3,1,3,4,3,4,3,4,2,4,4,3,5,3,5,4,6,4,6,2,5,2,
302,0,2158,675e06422af6e9cb4bcbd459,Relief,5,35,Man,High School,European,Pride,3,4,4,4,2,4,3,5,3,4,3,2,4,4,3,4,2,1,4,2,3,5,3,5,4,6,4,6,2,5,2,
303,0,52046,67d7f32ddbf87a58a3ff5be8,Fear,1,52,Woman,Undegraduate degree (BA/BSc/other),European,Fear,1,3,2,1,5,3,4,4,1,4,2,4,2,4,4,3,3,2,4,4,5,2,3,6,6,3,6,6,2,4,6,Interesting survey
304,0,6423,67d7f32ddbf87a58a3ff5be8,Joy,1,52,Woman,Undegraduate degree (BA/BSc/other),European,Fear,3,1,3,4,2,2,2,4,2,2,4,2,2,5,5,3,2,1,1,1,1,2,3,6,6,3,6,6,2,4,6,Interesting survey
305,0,6716,67d7f32ddbf87a58a3ff5be8,Pride,1,52,Woman,Undegraduate degree (BA/BSc/other),European,Fear,1,1,5,1,5,1,1,1,5,4,2,4,3,4,1,1,2,1,5,3,5,2,3,6,6,3,6,6,2,4,6,Interesting survey
306,0,52866,67d7f32ddbf87a58a3ff5be8,Sadness,1,52,Woman,Undegraduate degree (BA/BSc/other),European,Fear,5,2,5,2,4,4,2,4,4,4,5,5,2,4,4,5,4,2,4,4,3,2,3,6,6,3,6,6,2,4,6,Interesting survey
307,0,4780,67d7f32ddbf87a58a3ff5be8,Joy,1,52,Woman,Undegraduate degree (BA/BSc/other),European,Fear,1,1,5,5,1,5,4,4,4,4,5,3,5,5,1,5,1,1,3,1,3,2,3,6,6,3,6,6,2,4,6,Interesting survey
308,0,5524,6760549abba4d747ab270c17,Anger,4,28,Woman,Undegraduate degree (BA/BSc/other),European,Boredom,1,2,2,1,4,2,1,1,5,1,3,3,2,5,1,2,4,3,2,2,4,3,4,3,6,3,6,6,3,3,2,
309,0,3143,6760549abba4d747ab270c17,Boredom,4,28,Woman,Undegraduate degree (BA/BSc/other),European,Boredom,5,1,5,5,1,2,1,5,1,5,5,1,5,1,1,1,1,1,2,1,2,3,4,3,6,3,6,6,3,3,2,
310,0,4594,6760549abba4d747ab270c17,Sadness,3,28,Woman,Undegraduate degree (BA/BSc/other),European,Boredom,1,4,2,1,5,1,1,3,3,1,1,2,3,3,2,2,3,2,3,1,4,3,4,3,6,3,6,6,3,3,2,
311,0,6879,6760549abba4d747ab270c17,Anger,4,28,Woman,Undegraduate degree (BA/BSc/other),European,Boredom,1,5,1,1,5,1,1,1,3,1,4,4,2,5,1,2,4,1,3,1,3,3,4,3,6,3,6,6,3,3,2,
312,0,7179,6760549abba4d747ab270c17,Sadness,5,28,Woman,Undegraduate degree (BA/BSc/other),European,Boredom,5,1,3,1,5,1,2,2,3,1,2,1,2,4,1,1,2,1,3,1,3,3,4,3,6,3,6,6,3,3,2,
313,0,51883,67700724f07c694ad429287a,Joy,1,32,Woman,Graduate degree (MA/MSc/MPhil/other),African,Joy,5,1,5,5,1,5,1,3,3,5,5,5,1,3,1,3,1,1,1,1,1,7,1,7,1,7,7,7,1,7,1,None
314,0,559,67700724f07c694ad429287a,Sadness,5,32,Woman,Graduate degree (MA/MSc/MPhil/other),African,Joy,5,3,5,1,5,5,5,1,1,5,5,1,5,1,5,5,5,3,1,1,5,7,1,7,1,7,7,7,1,7,1,None
315,0,89,67700724f07c694ad429287a,Relief,3,32,Woman,Graduate degree (MA/MSc/MPhil/other),African,Joy,5,5,5,3,1,3,1,5,1,1,3,1,1,1,1,5,5,1,5,4,3,7,1,7,1,7,7,7,1,7,1,None
316,0,52895,67700724f07c694ad429287a,Joy,1,32,Woman,Graduate degree (MA/MSc/MPhil/other),African,Joy,1,5,1,5,1,1,3,5,5,1,5,1,5,1,1,1,5,1,1,1,1,7,1,7,1,7,7,7,1,7,1,None
317,0,3519,67700724f07c694ad429287a,Pride,2,32,Woman,Graduate degree (MA/MSc/MPhil/other),African,Joy,5,5,3,5,1,3,3,3,1,1,3,1,5,1,1,1,1,1,5,1,5,7,1,7,1,7,7,7,1,7,1,None
318,0,99,6163f8a826c9b98b20139416,Sadness,2,57,Man,Secondary Eductation,European,Boredom,3,1,4,2,4,4,2,5,1,2,2,1,1,1,1,3,3,1,3,2,2,1,4,6,5,4,7,5,1,3,5,
319,0,41287,6163f8a826c9b98b20139416,Boredom,3,57,Man,Secondary Eductation,European,Boredom,3,1,4,2,4,2,1,3,1,4,2,2,1,1,1,2,1,1,4,4,4,1,4,6,5,4,7,5,1,3,5,
320,0,4117,6163f8a826c9b98b20139416,Surprise,4,57,Man,Secondary Eductation,European,Boredom,2,1,4,2,4,2,1,4,2,2,3,1,3,1,1,4,2,1,4,2,4,1,4,6,5,4,7,5,1,3,5,
321,0,6135,6163f8a826c9b98b20139416,Boredom,4,57,Man,Secondary Eductation,European,Boredom,2,2,4,2,4,1,1,1,4,4,1,1,1,4,1,4,1,1,4,2,1,1,4,6,5,4,7,5,1,3,5,
322,0,41260,6163f8a826c9b98b20139416,Relief,4,57,Man,Secondary Eductation,European,Boredom,3,1,3,3,3,4,1,3,3,4,4,1,4,4,1,4,2,1,3,4,4,1,4,6,5,4,7,5,1,3,5,
323,0,6204,5c4594514fe4f800016ea070,Sadness,5,30,Woman,High School,European,Boredom,1,4,1,1,5,4,3,1,1,2,2,3,2,1,3,4,1,1,4,3,4,3,3,5,4,4,6,6,3,5,5,
324,0,4649,5c4594514fe4f800016ea070,Joy,3,30,Woman,High School,European,Boredom,3,2,4,4,1,3,2,5,2,2,3,3,4,2,2,3,1,4,2,1,3,3,3,5,4,4,6,6,3,5,5,
325,0,4609,5c4594514fe4f800016ea070,Fear,5,30,Woman,High School,European,Boredom,1,5,1,1,5,3,4,3,5,4,1,4,2,4,2,3,4,4,5,3,4,3,3,5,4,4,6,6,3,5,5,
326,0,3423,5c4594514fe4f800016ea070,Fear,5,30,Woman,High School,European,Boredom,1,5,1,1,5,4,2,1,5,4,1,4,1,5,4,4,5,5,3,5,5,3,3,5,4,4,6,6,3,5,5,
327,0,825,5c4594514fe4f800016ea070,Pride,4,30,Woman,High School,European,Boredom,1,1,3,4,2,4,1,5,4,4,4,2,4,3,2,5,2,1,4,2,4,3,3,5,4,4,6,6,3,5,5,
328,0,51287,5c3476a2f5ebd50001841284,Pride,5,43,Man,Graduate degree (MA/MSc/MPhil/other),European,I currently do not feel any emotion,1,1,4,5,1,4,1,5,1,4,5,1,5,1,1,1,1,1,4,1,4,3,2,7,4,5,7,4,1,6,1,
329,0,2228,5c3476a2f5ebd50001841284,Pride,4,43,Man,Graduate degree (MA/MSc/MPhil/other),European,I currently do not feel any emotion,4,2,4,4,1,3,1,5,1,5,4,5,5,1,1,1,1,1,5,1,4,3,2,7,4,5,7,4,1,6,1,
330,0,51835,5c3476a2f5ebd50001841284,Fear,4,43,Man,Graduate degree (MA/MSc/MPhil/other),European,I currently do not feel any emotion,4,1,4,1,5,5,1,1,5,4,1,3,3,5,1,4,5,5,5,5,4,3,2,7,4,5,7,4,1,6,1,
331,0,51139,5c3476a2f5ebd50001841284,Joy,5,43,Man,Graduate degree (MA/MSc/MPhil/other),European,I currently do not feel any emotion,5,1,5,5,1,3,1,5,1,4,5,1,5,1,1,3,1,1,3,1,2,3,2,7,4,5,7,4,1,6,1,
332,0,454,5c3476a2f5ebd50001841284,Anger,5,43,Man,Graduate degree (MA/MSc/MPhil/other),European,I currently do not feel any emotion,5,1,5,1,5,4,1,3,4,4,1,2,4,4,1,3,4,1,2,2,4,3,2,7,4,5,7,4,1,6,1,
333,0,26,5eb463628b63a22bad15771c,Shame,3,46,Woman,Doctorate degree (PhD/other),African,Sadness,3,4,3,2,4,2,1,4,4,2,2,3,3,2,3,4,4,2,3,4,1,5,6,6,4,3,4,6,2,5,2,
334,0,41299,5eb463628b63a22bad15771c,Relief,4,46,Woman,Doctorate degree (PhD/other),African,Sadness,4,2,3,4,2,4,2,4,2,4,4,2,4,2,1,4,2,2,4,2,3,5,6,6,4,3,4,6,2,5,2,
335,0,468,5eb463628b63a22bad15771c,Disgust,4,46,Woman,Doctorate degree (PhD/other),African,Sadness,2,4,2,1,3,3,1,2,5,3,2,3,2,5,1,4,4,3,2,3,2,5,6,6,4,3,4,6,2,5,2,
336,0,5936,5eb463628b63a22bad15771c,Fear,4,46,Woman,Doctorate degree (PhD/other),African,Sadness,3,2,3,2,4,3,1,4,2,3,3,4,4,2,1,4,2,2,4,3,3,5,6,6,4,3,4,6,2,5,2,
337,0,5210,5eb463628b63a22bad15771c,Sadness,4,46,Woman,Doctorate degree (PhD/other),African,Sadness,3,4,3,2,4,4,2,3,3,3,2,3,4,4,1,4,4,2,3,3,2,5,6,6,4,3,4,6,2,5,2,
338,0,31180,66b732e2824f3862c1739187,Sadness,4,47,Man,Secondary Eductation,European,Relief,1,1,4,2,4,4,1,2,4,4,2,5,5,2,4,1,5,2,5,2,2,4,5,6,3,6,3,7,2,5,6,
339,0,3514,66b732e2824f3862c1739187,Anger,5,47,Man,Secondary Eductation,European,Relief,4,5,5,1,5,5,3,1,5,2,1,1,2,5,5,4,5,5,1,5,5,4,5,6,3,6,3,7,2,5,6,
340,0,3923,66b732e2824f3862c1739187,Relief,5,47,Man,Secondary Eductation,European,Relief,3,2,4,5,1,4,2,3,3,4,5,3,4,2,3,4,1,1,3,1,4,4,5,6,3,6,3,7,2,5,6,
341,0,41830,66b732e2824f3862c1739187,Surprise,5,47,Man,Secondary Eductation,European,Relief,5,4,2,5,1,3,4,4,4,1,5,5,4,4,5,4,1,1,5,1,5,4,5,6,3,6,3,7,2,5,6,
342,0,5575,66b732e2824f3862c1739187,Disgust,5,47,Man,Secondary Eductation,European,Relief,1,2,4,1,5,5,4,1,5,3,1,5,1,4,4,2,5,5,4,1,5,4,5,6,3,6,3,7,2,5,6,
343,0,4842,63d0260e307282309d31e2d1,Joy,2,34,Gender Variant / Non-Conforming / Non-binary,Undegraduate degree (BA/BSc/other),Australian/New Zealander,Boredom,3,1,2,5,1,3,1,4,3,3,4,1,4,2,3,4,1,1,4,1,1,1,3,3,5,5,6,6,6,5,1,
344,0,6337,63d0260e307282309d31e2d1,Fear,3,34,Gender Variant / Non-Conforming / Non-binary,Undegraduate degree (BA/BSc/other),Australian/New Zealander,Boredom,1,1,3,2,3,1,1,4,3,3,3,1,3,3,1,4,1,1,1,1,3,1,3,3,5,5,6,6,6,5,1,
345,0,5556,63d0260e307282309d31e2d1,Disgust,3,34,Gender Variant / Non-Conforming / Non-binary,Undegraduate degree (BA/BSc/other),Australian/New Zealander,Boredom,1,1,2,1,4,1,1,1,5,3,1,3,3,4,1,3,4,3,3,2,3,1,3,3,5,5,6,6,6,5,1,
346,0,41343,63d0260e307282309d31e2d1,Pride,1,34,Gender Variant / Non-Conforming / Non-binary,Undegraduate degree (BA/BSc/other),Australian/New Zealander,Boredom,2,1,4,5,1,4,1,5,3,3,5,1,3,4,1,5,1,1,4,1,2,1,3,3,5,5,6,6,6,5,1,
347,0,51922,63d0260e307282309d31e2d1,Pride,2,34,Gender Variant / Non-Conforming / Non-binary,Undegraduate degree (BA/BSc/other),Australian/New Zealander,Boredom,1,1,3,4,1,4,1,3,4,4,4,3,2,3,1,4,1,1,2,1,1,1,3,3,5,5,6,6,6,5,1,
348,0,7143,674dc32400f538862eb27f89,Sadness,5,30,Man,Undegraduate degree (BA/BSc/other),African,Joy,3,3,5,1,5,4,3,2,1,2,2,4,4,2,2,4,4,1,4,2,5,4,1,6,1,7,5,7,1,7,2,nil
349,0,3964,674dc32400f538862eb27f89,Relief,5,30,Man,Undegraduate degree (BA/BSc/other),African,Joy,5,2,1,5,1,3,1,5,1,1,2,4,1,5,4,2,1,4,2,1,1,4,1,6,1,7,5,7,1,7,2,nil
350,0,31177,674dc32400f538862eb27f89,Surprise,4,30,Man,Undegraduate degree (BA/BSc/other),African,Joy,5,5,1,2,4,2,4,4,1,1,3,3,3,1,1,1,4,3,4,1,2,4,1,6,1,7,5,7,1,7,2,nil
351,0,4692,674dc32400f538862eb27f89,Pride,4,30,Man,Undegraduate degree (BA/BSc/other),African,Joy,4,1,3,4,1,1,1,5,2,2,1,1,5,1,1,3,2,5,2,1,1,4,1,6,1,7,5,7,1,7,2,nil
352,0,41251,674dc32400f538862eb27f89,Pride,4,30,Man,Undegraduate degree (BA/BSc/other),African,Joy,5,1,3,5,1,5,1,5,1,5,5,3,5,1,1,2,1,1,2,1,5,4,1,6,1,7,5,7,1,7,2,nil
353,0,31338,6501b49d77b34a7d818d0330,Joy,1,28,Woman,Undegraduate degree (BA/BSc/other),North American,Fear,4,3,4,5,1,4,1,2,5,4,5,4,4,5,3,1,2,1,4,1,3,3,7,4,7,4,7,6,1,2,1,
354,0,52458,6501b49d77b34a7d818d0330,Relief,1,28,Woman,Undegraduate degree (BA/BSc/other),North American,Fear,3,1,1,5,1,3,3,4,1,2,3,2,3,4,3,3,3,1,4,1,3,3,7,4,7,4,7,6,1,2,1,
